"Market Day	",Hour Ending,MWh
41280,21,6666.99
41280,22,7398.47
41280,23,7439.66
41280,24,7203.7
41281,1,7233.82
41281,2,7427.75
41281,3,6986.53
41281,4,6786.14
41281,5,7899.76
41281,6,8424.29
41281,7,8716.35
41281,8,9106.08
41281,9,9008.17
41281,10,8823.28
41281,11,8585.72
41281,12,8023.86
41281,13,7505.79
41281,14,6665.81
41281,15,5797.63
41281,16,4771.32
41281,17,4100.61
41281,18,3810.37
41281,19,3748.1
41281,20,3729.72
41281,21,3328.21
41281,22,2880.62
41281,23,2466.5
41281,24,2261.42
41282,1,2268.67
41282,2,2391.41
41282,3,2662.09
41282,4,3165.32
41282,5,3857.06
41282,6,4745.1
41282,7,5461.79
41282,8,5906.39
41282,9,6579.05
41282,10,7494.61
41282,11,7246.81
41282,12,6552.11
41282,13,6335.86
41282,14,6296.07
41282,15,6439.58
41282,16,6729.89
41282,17,7219.1
41282,18,7501.74
41282,19,8354.75
41282,20,8898.94
41282,21,8914.51
41282,22,8808.77
41282,23,8456.68
41282,24,8231.21
41283,1,8301.07
41283,2,8286.2
41283,3,8537.85
41283,4,8789.36
41283,5,9017.21
41283,6,8731.72
41283,7,8617.73
41283,8,8197.39
41283,9,7451.65
41283,10,7004.93
41283,11,6427.46
41283,12,5393.06
41283,13,5320.4
41283,14,5357.49
41283,15,4659.28
41283,16,3651.49
41283,17,3306.42
41283,18,3805.75
41283,19,4471.32
41283,20,5244.33
41283,21,5922.41
41283,22,6405.46
41283,23,7113.75
41283,24,7281.1
41284,1,7561.19
41284,2,7718.87
41284,3,7844.25
41284,4,7961.82
41284,5,7943.27
41284,6,7637.77
41284,7,7429.07
41284,8,7698.62
41284,9,8314.15
41284,10,8355.59
41284,11,8304.46
41284,12,8192.72
41284,13,7933.3
41284,14,7708.84
41284,15,7525.81
41284,16,7007.61
41284,17,6962.59
41284,18,7050.77
41284,19,7063.32
41284,20,7119.66
41284,21,7093.01
41284,22,6759.28
41284,23,6821.8
41284,24,6537.17
41285,1,5645.64
41285,2,5161.06
41285,3,5256.55
41285,4,5360.61
41285,5,5104.62
41285,6,4967.14
41285,7,5101.4
41285,8,5353.13
41285,9,5901.48
41285,10,6156.44
41285,11,6322.88
41285,12,6435.95
41285,13,6576.23
41285,14,6095.17
41285,15,5726.87
41285,16,5957.08
41285,17,6111.15
41285,18,6255.64
41285,19,6524.47
41285,20,6806.12
41285,21,7384.48
41285,22,7168.79
41285,23,7442.05
41285,24,7451.15
41286,1,7849.89
41286,2,8275.81
41286,3,8618.33
41286,4,8342.83
41286,5,8473.82
41286,6,8556.97
41286,7,8477.21
41286,8,8120.03
41286,9,7865.71
41286,10,7556.29
41286,11,7816.87
41286,12,7638.83
41286,13,7624.26
41286,14,7301.89
41286,15,7028.19
41286,16,6121.65
41286,17,5232.71
41286,18,4748.4
41286,19,4248.79
41286,20,3996.32
41286,21,4000.28
41286,22,3937.23
41286,23,4190.33
41286,24,4331.22
41287,1,4330.85
41287,2,4350.89
41287,3,3966.87
41287,4,3556.69
41287,5,3378.7
41287,6,3440.44
41287,7,3294.17
41287,8,3057.18
41287,9,2583.27
41287,10,2367.11
41287,11,2902.64
41287,12,3129.61
41287,13,3277.8
41287,14,3565.64
41287,15,3749.97
41287,16,3822.93
41287,17,3825.68
41287,18,3763.92
41287,19,3577.14
41287,20,3514.23
41287,21,3812
41287,22,4044.96
41287,23,4132.43
41287,24,4085.47
41288,1,3662.39
41288,2,3164.61
41288,3,2613.95
41288,4,2077.47
41288,5,1812.59
41288,6,1756.88
41288,7,1562.88
41288,8,1585.26
41288,9,1433.84
41288,10,1412.26
41288,11,1149.59
41288,12,1025.11
41288,13,1209.09
41288,14,1114.45
41288,15,872.15
41288,16,563.5
41288,17,523.4
41288,18,685.05
41288,19,1092.13
41288,20,1736.07
41288,21,2524.07
41288,22,3147.29
41288,23,3737.23
41288,24,4184.81
41289,1,4609.09
41289,2,4705.88
41289,3,4569.77
41289,4,4624.65
41289,5,4364.18
41289,6,4217.37
41289,7,4212.19
41289,8,4060.15
41289,9,4047.22
41289,10,4047.22
41289,11,4047.22
41289,12,2889.78
41289,13,3164.99
41289,14,3838.49
41289,15,4465.58
41289,16,5073.6
41289,17,5585.89
41289,18,5958.19
41289,19,6592.29
41289,20,7555.93
41289,21,8239.32
41289,22,8416.74
41289,23,8218.61
41289,24,8370.4
41290,1,8559.58
41290,2,8509.64
41290,3,7889.87
41290,4,7869.21
41290,5,7871.76
41290,6,7739.38
41290,7,7642.79
41290,8,7540.24
41290,9,7061.28
41290,10,6892.1
41290,11,6409.41
41290,12,5955.31
41290,13,5789.17
41290,14,6277.51
41290,15,6017.99
41290,16,6142.16
41290,17,6590.62
41290,18,6491.11
41290,19,6254.57
41290,20,6533.1
41290,21,6131.48
41290,22,6142.62
41290,23,5257.41
41290,24,4485.97
41291,1,3895.31
41291,2,3501.14
41291,3,3165.36
41291,4,2803.98
41291,5,2791.72
41291,6,2816.73
41291,7,2837.26
41291,8,2429.88
41291,9,2209.84
41291,10,1933.35
41291,11,1699.81
41291,12,1540.36
41291,13,1459.58
41291,14,1423.79
41291,15,1667.92
41291,16,1874.18
41291,17,1728.68
41291,18,1560.88
41291,19,1477.59
41291,20,1486.07
41291,21,1437.06
41291,22,1633.33
41291,23,1978.05
41291,24,2640.2
41292,1,4025.23
41292,2,5637.41
41292,3,6466.02
41292,4,7033.55
41292,5,7427.34
41292,6,7717.11
41292,7,7731.36
41292,8,7808.24
41292,9,7753.24
41292,10,8206.66
41292,11,8268.63
41292,12,8316.62
41292,13,8674.64
41292,14,8874.39
41292,15,8542.67
41292,16,8264.6
41292,17,7717
41292,18,7019.81
41292,19,7424.24
41292,20,7324.29
41292,21,7104.92
41292,22,6656.64
41292,23,6519.27
41292,24,6137.72
41293,1,6118.07
41293,2,6329.93
41293,3,6466.01
41293,4,6638.01
41293,5,6946.39
41293,6,7084.71
41293,7,7141.66
41293,8,7217.18
41293,9,7386.01
41293,10,7596.56
41293,11,7689.67
41293,12,7690.81
41293,13,8258.75
41293,14,9060.67
41293,15,9556.81
41293,16,9670.32
41293,17,9832.39
41293,18,9797.38
41293,19,9517.5
41293,20,9643.92
41293,21,9479.91
41293,22,9373.24
41293,23,9249.27
41293,24,8780.99
41294,1,7917.3
41294,2,6975.29
41294,3,6361.57
41294,4,5647.99
41294,5,5014.96
41294,6,4563.43
41294,7,3773.83
41294,8,3337.43
41294,9,3153.98
41294,10,3211.38
41294,11,3086.33
41294,12,3069.15
41294,13,3471.34
41294,14,4150.74
41294,15,4639.83
41294,16,5060.79
41294,17,5502.22
41294,18,5464.62
41294,19,5221.5
41294,20,5589.25
41294,21,6284.16
41294,22,6590.71
41294,23,7001
41294,24,7298.35
41295,1,7320.79
41295,2,7528.84
41295,3,7756.89
41295,4,7953.53
41295,5,7986.75
41295,6,7842.81
41295,7,7632.77
41295,8,7328.75
41295,9,7019.72
41295,10,6981.6
41295,11,7544.56
41295,12,7299.43
41295,13,6934.19
41295,14,6847.63
41295,15,7005.58
41295,16,6997.91
41295,17,6877.34
41295,18,6400.13
41295,19,5862.32
41295,20,5683.03
41295,21,5802.8
41295,22,5430.07
41295,23,5171.14
41295,24,4586.39
41296,1,3849.52
41296,2,3337.04
41296,3,2918.52
41296,4,2427.5
41296,5,2123.29
41296,6,1925.4
41296,7,1689.12
41296,8,1459.62
41296,9,1234.3
41296,10,1183.9
41296,11,1190.09
41296,12,1141.52
41296,13,1156.88
41296,14,1337.62
41296,15,1318.34
41296,16,1137.16
41296,17,962.33
41296,18,761.85
41296,19,669.26
41296,20,683.72
41296,21,702.27
41296,22,877.06
41296,23,1252.65
41296,24,1934.24
41297,1,2474.95
41297,2,2794.43
41297,3,2853.13
41297,4,3099.31
41297,5,3179.6
41297,6,3461.99
41297,7,3469.59
41297,8,3244.74
41297,9,3153.02
41297,10,3102.4
41297,11,3417.53
41297,12,4425.17
41297,13,5402.21
41297,14,6393.85
41297,15,6939.8
41297,16,7007.01
41297,17,7081.76
41297,18,7237.61
41297,19,7017.63
41297,20,7382.36
41297,21,7671.28
41297,22,7458.45
41297,23,6874.71
41297,24,6150.16
41298,1,5248.54
41298,2,4455.13
41298,3,3853.54
41298,4,3289.28
41298,5,2835.97
41298,6,2685.76
41298,7,2240.93
41298,8,1727.25
41298,9,2097.06
41298,10,2318.9
41298,11,2648.33
41298,12,3203.41
41298,13,3815.21
41298,14,4486.49
41298,15,4873.83
41298,16,5123.22
41298,17,5556.89
41298,18,5962
41298,19,5995.3
41298,20,6041.96
41298,21,6125.98
41298,22,6302.45
41298,23,6594.03
41298,24,6292.8
41299,1,5923.29
41299,2,5685.66
41299,3,5517.27
41299,4,5106.7
41299,5,4721.9
41299,6,4932.31
41299,7,5428.33
41299,8,6140.6
41299,9,6502.98
41299,10,6251.89
41299,11,6113.83
41299,12,6611.15
41299,13,7463.58
41299,14,7401.79
41299,15,7254.14
41299,16,6801.41
41299,17,6313.78
41299,18,5472.96
41299,19,4946.57
41299,20,4679.59
41299,21,4535.18
41299,22,4159.87
41299,23,3746
41299,24,3001.05
41300,1,2405.81
41300,2,2191.02
41300,3,2040.94
41300,4,1850.61
41300,5,1897.81
41300,6,1938.24
41300,7,2139.36
41300,8,2455.2
41300,9,2746.64
41300,10,3170.66
41300,11,2947.25
41300,12,3125.06
41300,13,3400.19
41300,14,3807.74
41300,15,4173.61
41300,16,4102.02
41300,17,4219.27
41300,18,4389.02
41300,19,4892.43
41300,20,5826.8
41300,21,6584.16
41300,22,7003.35
41300,23,6950.37
41300,24,7075.93
41301,1,7169.12
41301,2,7330.31
41301,3,6934.44
41301,4,6628.65
41301,5,6775.98
41301,6,6949.57
41301,7,6749.28
41301,8,6234.75
41301,9,6068.43
41301,10,5868.3
41301,11,5477.33
41301,12,4874
41301,13,4310.04
41301,14,3565.96
41301,15,3076.02
41301,16,2626.99
41301,17,2138.65
41301,18,1931.64
41301,19,2085.94
41301,20,2130.6
41301,21,1865.62
41301,22,1494.96
41301,23,1435.07
41301,24,1447.5
41302,1,1333.54
41302,2,1375.88
41302,3,1312.64
41302,4,1181.26
41302,5,1274.02
41302,6,1210.45
41302,7,1082.25
41302,8,1034.22
41302,9,1064.99
41302,10,1129.46
41302,11,1177.17
41302,12,1195.52
41302,13,1196.92
41302,14,1058.1
41302,15,1081.29
41302,16,1319.5
41302,17,1578.88
41302,18,2078.85
41302,19,2780.01
41302,20,3296.63
41302,21,3329.83
41302,22,3762.74
41302,23,4101.97
41302,24,3965.66
41303,1,3629.81
41303,2,3621.8
41303,3,3623.19
41303,4,3795.81
41303,5,3792.8
41303,6,3484
41303,7,3078.34
41303,8,2709.29
41303,9,2637.73
41303,10,3126.13
41303,11,3432.05
41303,12,3505.14
41303,13,3774.33
41303,14,3957.36
41303,15,4200.57
41303,16,4411.55
41303,17,4999.46
41303,18,5189.97
41303,19,5525.08
41303,20,6090.69
41303,21,6281.47
41303,22,6633.1
41303,23,6991.05
41303,24,7152.43
41304,1,7305.46
41304,2,7333.78
41304,3,7370.06
41304,4,7271.63
41304,5,7135.42
41304,6,7087.85
41304,7,7247.02
41304,8,7043.09
41304,9,7062.06
41304,10,7332.91
41304,11,7589.54
41304,12,7622.04
41304,13,7520.38
41304,14,7489.59
41304,15,7447.69
41304,16,7509.52
41304,17,7732.56
41304,18,7980.75
41304,19,8139.86
41304,20,8038.47
41304,21,8129.52
41304,22,8034.51
41304,23,7841.42
41304,24,7606.43
41305,1,7655.51
41305,2,7539.42
41305,3,7372.98
41305,4,7636.21
41305,5,7602.33
41305,6,7941.62
41305,7,8044.52
41305,8,8149.37
41305,9,8180.19
41305,10,8369
41305,11,8543.1
41305,12,8477.12
41305,13,8522.9
41305,14,8433.14
41305,15,8456.01
41305,16,8574.88
41305,17,8510.77
41305,18,8367.61
41305,19,8166.14
41305,20,7978.26
41305,21,7804.04
41305,22,7578.81
41305,23,7086.17
41305,24,6817.7
41306,1,6255.99
41306,2,5296.68
41306,3,4608.28
41306,4,3940.19
41306,5,3620.91
41306,6,3223.88
41306,7,2744.91
41306,8,2242.74
41306,9,1917.47
41306,10,1786.78
41306,11,1876.88
41306,12,2083.36
41306,13,2536.58
41306,14,3279.47
41306,15,3794.08
41306,16,4391.34
41306,17,4838.69
41306,18,4995.85
41306,19,4660.45
41306,20,4389.42
41306,21,4143.6
41306,22,4275.81
41306,23,4512.23
41306,24,4696.07
41307,1,4500.71
41307,2,4180.98
41307,3,3830.91
41307,4,3445.68
41307,5,3444.79
41307,6,3314.56
41307,7,3244.13
41307,8,3002.75
41307,9,2503.37
41307,10,1897.03
41307,11,1615.39
41307,12,1385.31
41307,13,1289.71
41307,14,1129.94
41307,15,1326.97
41307,16,1545.94
41307,17,1859.97
41307,18,2186.95
41307,19,2562.66
41307,20,3206.74
41307,21,4293.96
41307,22,5103.8
41307,23,5736.05
41307,24,5670.09
41308,1,5793.3
41308,2,5681.58
41308,3,5666.61
41308,4,6225.75
41308,5,6155.09
41308,6,5714.9
41308,7,5290.57
41308,8,4878.45
41308,9,3887.04
41308,10,2833.7
41308,11,2098.52
41308,12,1977.65
41308,13,1967.21
41308,14,1934.27
41308,15,2113.48
41308,16,2555.12
41308,17,2742.8
41308,18,2765.71
41308,19,2842.53
41308,20,3381.52
41308,21,3669.61
41308,22,3974.3
41308,23,4442.46
41308,24,4651.46
41309,1,4430
41309,2,4075.17
41309,3,4014.44
41309,4,3829.36
41309,5,3477.22
41309,6,3944.21
41309,7,4337.97
41309,8,3957.07
41309,9,3526.12
41309,10,2723.76
41309,11,2251.7
41309,12,1764.48
41309,13,1571.62
41309,14,1147.74
41309,15,1007.78
41309,16,1249.6
41309,17,1455.75
41309,18,1651.9
41309,19,1927.94
41309,20,2415.5
41309,21,3021.08
41309,22,3533.12
41309,23,3995.07
41309,24,4640.14
41310,1,5163.29
41310,2,5628.29
41310,3,5940.92
41310,4,5990.52
41310,5,6018.46
41310,6,5959.41
41310,7,6081.87
41310,8,6001.93
41310,9,5917.4
41310,10,5613.53
41310,11,5199.72
41310,12,5401.79
41310,13,5565.21
41310,14,5189.62
41310,15,5472.34
41310,16,5398.16
41310,17,5038.47
41310,18,4044.7
41310,19,3014.66
41310,20,2453.61
41310,21,1883.73
41310,22,1737.26
41310,23,1593.93
41310,24,1319.76
41311,1,1281.04
41311,2,1361.79
41311,3,1324.12
41311,4,1615.67
41311,5,2113.54
41311,6,2446.56
41311,7,3185.66
41311,8,3856.74
41311,9,4906.26
41311,10,5497.87
41311,11,5567.47
41311,12,5858.07
41311,13,5962.72
41311,14,5858.08
41311,15,5716.61
41311,16,5435.23
41311,17,5149.03
41311,18,4696.06
41311,19,4198.88
41311,20,3868.89
41311,21,4028.11
41311,22,4024.21
41311,23,3603.54
41311,24,2915.19
41312,1,2587.93
41312,2,2498.08
41312,3,2488.31
41312,4,2485.82
41312,5,2452.47
41312,6,2412.79
41312,7,2382.25
41312,8,2374.01
41312,9,2501.89
41312,10,2419.4
41312,11,2744.79
41312,12,3078.95
41312,13,3485.09
41312,14,3763.51
41312,15,4099.03
41312,16,4283.53
41312,17,4363.95
41312,18,4513.2
41312,19,4616.34
41312,20,4492.03
41312,21,4521.42
41312,22,4236.35
41312,23,4140.59
41312,24,3859.08
41313,1,3503.24
41313,2,3325.04
41313,3,3110.89
41313,4,2938.15
41313,5,2478.06
41313,6,2277.41
41313,7,1990.43
41313,8,1731.22
41313,9,1712.08
41313,10,1564.31
41313,11,1440.11
41313,12,1355.15
41313,13,1425.91
41313,14,1747.03
41313,15,2082.48
41313,16,2533.92
41313,17,2966.9
41313,18,3317.58
41313,19,3858.01
41313,20,4709.87
41313,21,5149.92
41313,22,5569.65
41313,23,5546.54
41313,24,5768.63
41314,1,5640.79
41314,2,5383.98
41314,3,5359.8
41314,4,5502.79
41314,5,5793.13
41314,6,6068.71
41314,7,6204.86
41314,8,6309.13
41314,9,6261.64
41314,10,6173.05
41314,11,6141.29
41314,12,6157.01
41314,13,6095.26
41314,14,5832.46
41314,15,5395.59
41314,16,5241.17
41314,17,5230.31
41314,18,5171.79
41314,19,5574.53
41314,20,6169.84
41314,21,6728.53
41314,22,6930.95
41314,23,6869.74
41314,24,6661.41
41315,1,6537.24
41315,2,6211.47
41315,3,6149.89
41315,4,6424.84
41315,5,6822.69
41315,6,6734.61
41315,7,7271.63
41315,8,6676.59
41315,9,6776.44
41315,10,6764.73
41315,11,6631.85
41315,12,7004.05
41315,13,7226.84
41315,14,7104.04
41315,15,7136.18
41315,16,7208.71
41315,17,7328.22
41315,18,7542.24
41315,19,8172.76
41315,20,8386.29
41315,21,8685.57
41315,22,8790.38
41315,23,8936.12
41315,24,9215.38
41316,1,9438.12
41316,2,9652.57
41316,3,9717.74
41316,4,9709.79
41316,5,9735.21
41316,6,9678.09
41316,7,9562.64
41316,8,9439.12
41316,9,9410
41316,10,9417.84
41316,11,9345.34
41316,12,9343.5
41316,13,9253.67
41316,14,9054.68
41316,15,8993.76
41316,16,8903.26
41316,17,8909.21
41316,18,8551.72
41316,19,7803.14
41316,20,7073.5
41316,21,6440.6
41316,22,5733.58
41316,23,5192.54
41316,24,4877.75
41317,1,4768.87
41317,2,4614.36
41317,3,4465.44
41317,4,4098.44
41317,5,3909.13
41317,6,3842.17
41317,7,3810.49
41317,8,4191.57
41317,9,4779.28
41317,10,4540.77
41317,11,3737.11
41317,12,3487.77
41317,13,3797.71
41317,14,4454.79
41317,15,4736.7
41317,16,4759.43
41317,17,4307.88
41317,18,3505.7
41317,19,3238.74
41317,20,3413.56
41317,21,3903.06
41317,22,3999.02
41317,23,4042.79
41317,24,3834.3
41318,1,3610.61
41318,2,3306.83
41318,3,3089.91
41318,4,2949.98
41318,5,2817.78
41318,6,2644.25
41318,7,2379.41
41318,8,2330.74
41318,9,2231.79
41318,10,1897.82
41318,11,1669.74
41318,12,1665.63
41318,13,1852.83
41318,14,2344.11
41318,15,2671.54
41318,16,3106.66
41318,17,3549.07
41318,18,3652.36
41318,19,3883.34
41318,20,4790.96
41318,21,5634.55
41318,22,6094.23
41318,23,6108.34
41318,24,6097.72
41319,1,6539.77
41319,2,6509.85
41319,3,6759.13
41319,4,6857.98
41319,5,7113.76
41319,6,7023.63
41319,7,6624.24
41319,8,5886.45
41319,9,4924.96
41319,10,3902.46
41319,11,3362.16
41319,12,3712.76
41319,13,4660.92
41319,14,5707.11
41319,15,6469.21
41319,16,6868.93
41319,17,7367.58
41319,18,7716.13
41319,19,7744.23
41319,20,7912.27
41319,21,7771.81
41319,22,7654.86
41319,23,7318.14
41319,24,6711.47
41320,1,5899.28
41320,2,5312.52
41320,3,4950.77
41320,4,4290.85
41320,5,3919.66
41320,6,3505.66
41320,7,3604.81
41320,8,3631.45
41320,9,3418.24
41320,10,3083.46
41320,11,3054.34
41320,12,3143.99
41320,13,3072.19
41320,14,3329.12
41320,15,3336.85
41320,16,3471.29
41320,17,3702.08
41320,18,3702.85
41320,19,3432.52
41320,20,3199.37
41320,21,3113.55
41320,22,3121.76
41320,23,2941.19
41320,24,2726.35
41321,1,2519.16
41321,2,2304.2
41321,3,1987.2
41321,4,1885.96
41321,5,1758.2
41321,6,1313.89
41321,7,1091.72
41321,8,1049.83
41321,9,981.38
41321,10,924.51
41321,11,991.34
41321,12,1005.03
41321,13,1057.97
41321,14,1185.36
41321,15,1058.3
41321,16,971.48
41321,17,905.32
41321,18,849.31
41321,19,907.85
41321,20,1215.09
41321,21,1843.43
41321,22,2350.37
41321,23,2592.87
41321,24,2845.41
41322,1,3149.45
41322,2,3382.31
41322,3,3718.25
41322,4,4099.9
41322,5,4533.77
41322,6,5192.56
41322,7,5661.03
41322,8,5994.32
41322,9,6151.99
41322,10,5698.17
41322,11,5745.41
41322,12,5988.17
41322,13,6410.95
41322,14,6840.46
41322,15,6847.57
41322,16,7068.8
41322,17,7192.99
41322,18,7330.82
41322,19,7363.09
41322,20,7563.75
41322,21,7788.25
41322,22,8003.56
41322,23,8216.58
41322,24,7937.6
41323,1,7704.21
41323,2,7660.69
41323,3,7744.34
41323,4,7470.5
41323,5,6982.08
41323,6,6942.97
41323,7,6866.59
41323,8,6711.57
41323,9,7159.23
41323,10,7504.81
41323,11,7731.01
41323,12,8553.45
41323,13,9118.91
41323,14,9201.83
41323,15,9411.03
41323,16,9073.06
41323,17,9183.93
41323,18,9012.66
41323,19,9145.82
41323,20,9445.94
41323,21,9574.21
41323,22,9571.46
41323,23,9697.8
41323,24,9646.92
41324,1,9646.55
41324,2,9867.81
41324,3,9776.03
41324,4,9801.62
41324,5,9716.77
41324,6,9657.63
41324,7,9612.41
41324,8,9465.49
41324,9,9349.14
41324,10,9319.98
41324,11,9172.59
41324,12,9035.95
41324,13,8791.95
41324,14,8713.72
41324,15,8780.95
41324,16,8797.84
41324,17,8658.48
41324,18,8331.68
41324,19,7801.23
41324,20,7533.98
41324,21,7620.08
41324,22,7425.4
41324,23,7017.19
41324,24,6409.76
41325,1,5506.01
41325,2,4761.44
41325,3,4526.16
41325,4,4191.07
41325,5,4073.88
41325,6,3552.53
41325,7,3501.23
41325,8,3008.93
41325,9,3012.27
41325,10,2851.49
41325,11,2300.97
41325,12,1863.99
41325,13,1660.99
41325,14,1760.82
41325,15,1774.47
41325,16,1868.3
41325,17,2153.49
41325,18,2589.37
41325,19,2829.39
41325,20,3506.52
41325,21,3775.43
41325,22,4241.15
41325,23,4476.43
41325,24,4434.82
41326,1,4384.55
41326,2,4150.25
41326,3,3813.57
41326,4,3857.34
41326,5,4256.96
41326,6,4853.06
41326,7,4763.55
41326,8,4363.56
41326,9,4420.11
41326,10,4546.55
41326,11,4324.71
41326,12,4291.5
41326,13,4295.83
41326,14,4761.12
41326,15,5389.74
41326,16,6124.74
41326,17,6902.39
41326,18,6779.06
41326,19,6831.56
41326,20,7339.19
41326,21,7602.75
41326,22,7718.67
41326,23,7510.04
41326,24,7020.22
41327,1,6750.28
41327,2,6083.61
41327,3,5299.14
41327,4,4803.27
41327,5,4311.13
41327,6,4118.03
41327,7,4017.99
41327,8,3808.98
41327,9,3744.53
41327,10,3516.63
41327,11,3053.95
41327,12,2474.02
41327,13,2034.24
41327,14,1795.68
41327,15,2226.6
41327,16,3066.52
41327,17,3409.03
41327,18,3281.99
41327,19,2671.02
41327,20,2338.4
41327,21,2104.05
41327,22,2016.74
41327,23,2179.33
41327,24,2410.52
41328,1,2704.11
41328,2,2710.5
41328,3,2714.96
41328,4,2740.87
41328,5,2474.63
41328,6,2128.63
41328,7,1795.13
41328,8,1670.42
41328,9,1480.08
41328,10,1414.21
41328,11,1318.17
41328,12,1290.69
41328,13,1094.92
41328,14,1055.23
41328,15,1163
41328,16,1160.26
41328,17,1073.27
41328,18,1160.48
41328,19,1324.94
41328,20,1727.93
41328,21,2158.06
41328,22,2381.03
41328,23,2196.04
41328,24,2169.11
41329,1,2054.54
41329,2,1882.01
41329,3,1973.24
41329,4,2069.2
41329,5,1892.98
41329,6,1817.87
41329,7,1757.78
41329,8,1739.42
41329,9,1629.23
41329,10,1378.43
41329,11,1333.67
41329,12,1149.52
41329,13,837.5
41329,14,532.48
41329,15,487.9
41329,16,573.53
41329,17,660.32
41329,18,710.88
41329,19,788.89
41329,20,965.15
41329,21,980.47
41329,22,1136
41329,23,1059.71
41329,24,1059.86
41330,1,974.06
41330,2,862.64
41330,3,685.88
41330,4,538.3
41330,5,466.91
41330,6,534.7
41330,7,746.1
41330,8,880.81
41330,9,904.37
41330,10,836.28
41330,11,762.3
41330,12,805.3
41330,13,860.85
41330,14,867.85
41330,15,930.65
41330,16,964.21
41330,17,1094.28
41330,18,1172.15
41330,19,1359.26
41330,20,1783.8
41330,21,2336.44
41330,22,3074.58
41330,23,3682.95
41330,24,3602.6
41331,1,3648.98
41331,2,3924.46
41331,3,4247.87
41331,4,4494.8
41331,5,5015
41331,6,5364.47
41331,7,5377.64
41331,8,5354.64
41331,9,5243.41
41331,10,5183.61
41331,11,4911.98
41331,12,4973.42
41331,13,5304.12
41331,14,5676.05
41331,15,6065.12
41331,16,6381.74
41331,17,6718.2
41331,18,6962.25
41331,19,7239.82
41331,20,7488.47
41331,21,7362.71
41331,22,6846.65
41331,23,6505.5
41331,24,6422.9
41332,1,6578.1
41332,2,6555.96
41332,3,6653.93
41332,4,6682.68
41332,5,6770.13
41332,6,6894.98
41332,7,6956.58
41332,8,7235.56
41332,9,7437.83
41332,10,7512.03
41332,11,7432.96
41332,12,7369.1
41332,13,7411.82
41332,14,7249.74
41332,15,7306.88
41332,16,7418.13
41332,17,7476.52
41332,18,7590.61
41332,19,7435.74
41332,20,7442.4
41332,21,7699.02
41332,22,7905.6
41332,23,7814.79
41332,24,7433.8
41333,1,7232.2
41333,2,7084.06
41333,3,6780.3
41333,4,6474.48
41333,5,6162.45
41333,6,5760.22
41333,7,5331.9
41333,8,4994.95
41333,9,4754.99
41333,10,4376.77
41333,11,4004.2
